time,o,h,l,c,volume,complete
2020-08-11 13:51:00,1948.748,1951.032,1948.621,1950.275,99,True
2020-08-11 13:51:30,1950.072,1950.386,1949.114,1949.748,141,True
2020-08-11 13:52:00,1949.801,1950.97,1949.108,1950.67,119,True
2020-08-11 13:52:30,1950.75,1952.704,1950.582,1952.392,128,True
2020-08-11 13:53:00,1952.432,1952.432,1950.141,1950.386,147,True
2020-08-11 13:53:30,1950.437,1950.756,1949.603,1950.307,111,True
2020-08-11 13:54:00,1950.26,1950.91,1949.97,1950.752,122,True
2020-08-11 13:54:30,1950.799,1951.448,1950.799,1951.148,105,True
2020-08-11 13:55:00,1951.104,1951.429,1949.609,1950.028,206,True
2020-08-11 13:55:30,1950.07,1951.775,1949.756,1951.256,163,True
2020-08-11 13:56:00,1951.345,1951.834,1949.376,1949.414,169,True
2020-08-11 13:56:30,1949.372,1949.474,1948.168,1948.254,127,True
2020-08-11 13:57:00,1948.21,1949.162,1947.588,1948.987,152,True
2020-08-11 13:57:30,1949.034,1950.064,1948.109,1948.283,172,True
2020-08-11 13:58:00,1948.329,1948.821,1947.136,1947.337,149,True
2020-08-11 13:58:30,1947.378,1947.514,1944.526,1945.115,260,True
2020-08-11 13:59:00,1945.156,1946.462,1943.115,1943.115,296,True
2020-08-11 13:59:30,1943.07,1945.821,1942.6,1943.362,202,True
