time,o,h,l,c,volume,complete
2020-08-11 10:46:30,1986.52,1986.779,1986.52,1986.779,7,True
2020-08-11 10:47:00,1986.725,1986.818,1986.632,1986.76,20,True
2020-08-11 10:47:30,1986.804,1987.316,1986.734,1987.076,31,True
2020-08-11 10:48:00,1987.119,1987.44,1987.119,1987.366,30,True
2020-08-11 10:48:30,1987.322,1987.532,1987.322,1987.532,8,True
2020-08-11 10:49:00,1987.578,1987.695,1987.456,1987.608,25,True
2020-08-11 10:49:30,1987.651,1987.651,1987.487,1987.611,16,True
2020-08-11 10:50:00,1987.568,1987.82,1987.523,1987.65,21,True
2020-08-11 10:50:30,1987.608,1987.608,1987.388,1987.428,11,True
2020-08-11 10:51:00,1987.476,1987.715,1987.434,1987.568,22,True
2020-08-11 10:51:30,1987.513,1987.56,1986.566,1986.566,31,True
2020-08-11 10:52:00,1986.609,1987.477,1986.609,1987.477,25,True
2020-08-11 10:52:30,1987.533,1987.814,1987.486,1987.814,11,True
2020-08-11 10:53:00,1987.862,1988.885,1987.86,1988.885,52,True
2020-08-11 10:53:30,1988.932,1988.943,1988.734,1988.899,21,True
2020-08-11 10:54:00,1988.856,1988.856,1988.264,1988.806,34,True
2020-08-11 10:54:30,1988.846,1988.94,1988.802,1988.858,11,True
2020-08-11 10:55:00,1988.816,1989.12,1988.418,1988.556,41,True
2020-08-11 10:55:30,1988.6,1988.882,1988.53,1988.53,16,True
2020-08-11 10:56:00,1988.485,1988.527,1987.86,1988.356,33,True
2020-08-11 10:56:30,1988.314,1988.314,1988.054,1988.054,11,True
2020-08-11 10:57:00,1988.095,1988.502,1988.095,1988.502,12,True
2020-08-11 10:57:30,1988.552,1988.552,1988.326,1988.326,6,True
2020-08-11 10:58:00,1988.372,1988.516,1988.199,1988.199,19,True
2020-08-11 10:58:30,1988.157,1988.51,1988.018,1988.464,17,True
2020-08-11 10:59:00,1988.418,1988.767,1988.322,1988.706,15,True
2020-08-11 10:59:30,1988.648,1988.867,1988.648,1988.775,16,True
2020-08-11 11:00:00,1988.818,1988.905,1988.075,1988.224,33,True
2020-08-11 11:00:30,1988.268,1988.642,1988.268,1988.642,27,True
2020-08-11 11:01:00,1988.6,1988.871,1987.068,1987.374,45,True
2020-08-11 11:01:30,1987.42,1987.81,1987.42,1987.484,37,True
2020-08-11 11:02:00,1987.442,1987.86,1987.399,1987.62,29,True
2020-08-11 11:02:30,1987.58,1987.902,1986.744,1986.942,44,True
2020-08-11 11:03:00,1986.996,1987.088,1985.525,1985.844,67,True
2020-08-11 11:03:30,1985.886,1986.268,1984.975,1986.0,90,True
2020-08-11 11:04:00,1985.951,1986.041,1985.576,1985.79,39,True
2020-08-11 11:04:30,1985.834,1985.834,1985.503,1985.723,30,True
2020-08-11 11:05:00,1985.776,1985.873,1985.246,1985.38,41,True
2020-08-11 11:05:30,1985.425,1985.656,1985.058,1985.197,42,True
2020-08-11 11:06:00,1985.135,1985.305,1984.724,1984.922,45,True
2020-08-11 11:06:30,1984.966,1985.789,1984.966,1985.776,28,True
2020-08-11 11:07:00,1985.73,1986.376,1985.335,1986.376,40,True
2020-08-11 11:07:30,1986.33,1986.739,1986.068,1986.068,44,True
